# Time-averaged data for fix 2
# TimeStep c_v[1] c_v[2] c_v[3] c_v[4]
4610 -0.00441625 0.344645 -0.0870345 0.253194
4615 0.00822337 0.337519 -0.0979329 0.247809
4620 0.0167715 0.306112 -0.0988381 0.224045
4625 0.0202247 0.253433 -0.090664 0.182993
4630 0.0180315 0.184179 -0.0753404 0.126871
4635 0.0097824 0.103789 -0.0552402 0.0583308
4640 -0.00488799 0.0181011 -0.0325888 -0.0193757
4645 -0.0258117 -0.066717 -0.00923851 -0.101767
4650 -0.0519121 -0.144694 0.0134614 -0.183145
4655 -0.0811698 -0.210895 0.0343491 -0.257715
4660 -0.111013 -0.26151 0.0520601 -0.320463
4665 -0.138295 -0.294036 0.065026 -0.367305
4670 -0.160113 -0.307489 0.0718069 -0.395796
4675 -0.174694 -0.302286 0.071098 -0.405882
4680 -0.181366 -0.279875 0.0626234 -0.398618
4685 -0.179435 -0.242301 0.047518 -0.374217
4690 -0.167666 -0.192424 0.027937 -0.332153
4695 -0.144429 -0.133609 0.00641304 -0.271626
4700 -0.109014 -0.0697144 -0.0154382 -0.194166
4705 -0.0619849 -0.00470755 -0.0367729 -0.103465
4710 -0.00546627 0.0581473 -0.0567507 -0.0040697
4715 0.056897 0.115952 -0.0742931 0.0985557
4720 0.12047 0.16588 -0.0880883 0.198262
4725 0.179895 0.205318 -0.0963208 0.288892
4730 0.230488 0.231878 -0.0974902 0.364876
4735 0.269008 0.244053 -0.0911887 0.421872
4740 0.293754 0.241704 -0.0782574 0.457201
4745 0.304245 0.226017 -0.0600434 0.470218
4750 0.300787 0.199317 -0.037925 0.462178
4755 0.284705 0.164622 -0.0133228 0.436005
4760 0.25821 0.125111 0.0125671 0.395888
4765 0.223852 0.0836833 0.0389594 0.346494
4770 0.184165 0.0430527 0.0645296 0.291747
4775 0.141386 0.00612148 0.0868509 0.234359
4780 0.0976726 -0.0244818 0.102744 0.175935
4785 0.0552551 -0.0467344 0.1092 0.117721
4790 0.0159671 -0.0596453 0.104227 0.0605493
4795 -0.0190789 -0.0630617 0.0874747 0.00533403
4800 -0.0490431 -0.0577784 0.0605709 -0.0462506
4805 -0.0733609 -0.0453105 0.0268502 -0.0918211
4810 -0.0917867 -0.0274224 -0.00930252 -0.128512
4815 -0.104093 -0.00581052 -0.0432345 -0.153138
4820 -0.109932 0.0178242 -0.0710063 -0.163114
4825 -0.109075 0.0413915 -0.0897094 -0.157393
4830 -0.101755 0.0622466 -0.0973342 -0.136842
4835 -0.0891101 0.0775658 -0.092824 -0.104368
4840 -0.0732509 0.0852002 -0.0761416 -0.0641923
4845 -0.0568464 0.0841347 -0.0479914 -0.0207031
4850 -0.0424448 0.0750129 -0.0101334 0.0224347
4855 -0.0320341 0.0599394 0.0343988 0.0623042
4860 -0.0265131 0.0420304 0.0819662 0.0974834
4865 -0.0257727 0.024654 0.128416 0.127297
4870 -0.0292249 0.0106086 0.169326 0.15071
4875 -0.0357622 0.00159452 0.200739 0.166571
4880 -0.0437337 -0.00187219 0.219845 0.174239
4885 -0.0515299 -0.000348536 0.225388 0.173509
4890 -0.0580732 0.00478852 0.21757 0.164285
4895 -0.0626041 0.0123262 0.197634 0.147357
4900 -0.064572 0.0215406 0.167855 0.124823
4905 -0.0637982 0.0318948 0.13105 0.0991464
4910 -0.0604283 0.0420552 0.0903789 0.0720058
4915 -0.055165 0.0498088 0.0492749 0.0439187
4920 -0.0491854 0.0523772 0.0106115 0.0138033
4925 -0.0440956 0.0472149 -0.0235838 -0.0204645
4930 -0.0413072 0.0334169 -0.0520526 -0.0599428
4935 -0.0418966 0.0117964 -0.0744649 -0.104565
4940 -0.0462665 -0.0154984 -0.0912622 -0.153027
4945 -0.054178 -0.0455023 -0.103414 -0.203094
4950 -0.0653022 -0.0748733 -0.111769 -0.251945
4955 -0.0787729 -0.100484 -0.116736 -0.295994
4960 -0.0931577 -0.120126 -0.118282 -0.331565
4965 -0.1067 -0.132904 -0.116237 -0.35584
4970 -0.11776 -0.139141 -0.110917 -0.367819
4975 -0.124387 -0.140269 -0.103249 -0.367905
4980 -0.124757 -0.138201 -0.0943696 -0.357328
4985 -0.118299 -0.135352 -0.0850501 -0.338702
4990 -0.105527 -0.133693 -0.0761089 -0.315328
4995 -0.0877689 -0.134014 -0.0687138 -0.290496
5000 -0.0669141 -0.13587 -0.0644989 -0.267283
5005 -0.0448359 -0.137742 -0.0653788 -0.247957
5010 -0.0229579 -0.137882 -0.0723408 -0.233181
5015 -0.00250757 -0.13523 -0.0849908 -0.222728
5020 0.0150735 -0.130253 -0.101701 -0.216881
5025 0.0285206 -0.124016 -0.120117 -0.215612
5030 0.0363998 -0.11735 -0.137513 -0.218463
5035 0.0370044 -0.111123 -0.15088 -0.224999
5040 0.0292057 -0.106055 -0.157199 -0.234048
5045 0.012729 -0.102824 -0.154488 -0.244583
5050 -0.0115373 -0.101505 -0.142402 -0.255444
5055 -0.0416962 -0.101187 -0.122136 -0.265019
5060 -0.0753158 -0.100251 -0.0961721 -0.271738
5065 -0.109413 -0.0965308 -0.0675719 -0.273516
5070 -0.141203 -0.0874516 -0.0397718 -0.268426
5075 -0.168597 -0.0707891 -0.0162032 -0.255589
5080 -0.189674 -0.0458499 0.000652319 -0.234872
5085 -0.202533 -0.0136732 0.00989845 -0.206308
5090 -0.205176 0.0230928 0.0122781 -0.169805
5095 -0.195664 0.0612188 0.00987812 -0.124567
5100 -0.172876 0.097735 0.00538416 -0.0697569
5105 -0.136796 0.130497 0.000995657 -0.00530339
5110 -0.0884703 0.15875 -0.00153892 0.0687407
5115 -0.0302078 0.182692 -0.00110555 0.151379
5120 0.0348946 0.202648 0.00268167 0.240225
5125 0.103704 0.218765 0.00977983 0.33225
5130 0.173614 0.230679 0.0200799 0.424373
5135 0.24217 0.237273 0.0334776 0.512921
5140 0.307044 0.237059 0.0492466 0.59335
5145 0.365545 0.228524 0.0661663 0.660236
5150 0.41461 0.210677 0.0829766 0.708263
5155 0.451232 0.183651 0.0987627 0.733645
5160 0.472783 0.148405 0.113144 0.734332
5165 0.477236 0.106394 0.126077 0.709707
5170 0.463253 0.0599058 0.137443 0.660602
5175 0.430326 0.0122894 0.146667 0.589283
5180 0.379032 -0.0328841 0.153136 0.499284
5185 0.311155 -0.0727567 0.156083 0.394482
5190 0.22999 -0.1055 0.154429 0.27892
